2024-03-27 17:21:17,590 - INFO - $,Header,1.0,3.5,NR,L,605486034236830,1,27032024,17211727,39.756837,N,28.887858,W,7.4,73,2,3707,1.7,8.3,Jio,1,12.3,69,1,0000001,*5737
2024-03-27 17:21:17,595 - INFO - $,Header,1.0,3.5,NR,L,605486034236831,1,27032024,17211727,39.756837,N,28.887858,E,137.7,201,4,2707,5.5,7.0,Jio,1,13.6,35,1,0000001,*5860
2024-03-27 17:21:17,600 - INFO - $,Header,1.0,3.5,NR,L,605486034236832,1,27032024,17211727,39.756837,N,28.887858,W,151.2,79,7,740,8.6,8.0,Jio,1,11.9,69,1,0000001,*5798
2024-03-27 17:21:17,605 - INFO - $,Header,1.0,3.5,NR,L,605486034236833,1,27032024,17211727,39.756837,N,28.887858,W,89.1,312,5,1706,0.2,6.8,Jio,1,12.2,86,1,0000001,*5834
2024-03-27 17:21:17,611 - INFO - $,Header,1.0,3.5,NR,L,605486034236834,1,27032024,17211727,39.756837,N,28.887858,E,176.4,99,4,906,8.8,5.7,Jio,1,11.1,28,1,0000001,*5787
2024-03-27 17:21:17,621 - INFO - $,Header,1.0,3.5,NR,L,605486034236835,1,27032024,17211727,39.756837,S,28.887858,W,101.7,178,12,3375,3.0,6.7,Jio,1,10.1,90,1,0000001,*5932
2024-03-27 17:21:17,625 - INFO - $,Header,1.0,3.5,NR,L,605486034236836,1,27032024,17211727,39.756837,S,28.887858,W,11.3,315,9,3263,3.4,5.7,Jio,1,10.1,70,1,0000001,*5829
2024-03-27 17:21:17,631 - INFO - $,Header,1.0,3.5,NR,L,605486034236837,1,27032024,17211727,39.756837,N,28.887858,E,104.5,29,0,2218,3.6,2.6,Jio,1,12.1,67,1,0000001,*5810
2024-03-27 17:21:17,635 - INFO - $,Header,1.0,3.5,NR,L,605486034236838,1,27032024,17211727,39.756837,S,28.887858,W,84.6,220,4,3741,5.5,1.1,Jio,1,13.8,97,1,0000001,*5847
2024-03-27 17:21:17,642 - INFO - $,Header,1.0,3.5,NR,L,605486034236839,1,27032024,17211727,39.756837,S,28.887858,E,175.1,324,9,2323,8.4,4.9,Jio,1,12.5,45,1,0000001,*5881
2024-03-27 17:23:19,850 - INFO - $,Header,1.0,3.5,NR,L,605486034236830,1,27032024,17231929,39.756837,S,28.887858,E,39.9,234,1,1333,5.7,3.5,Jio,1,13.9,63,1,0000001,*5829
2024-03-27 17:23:19,853 - INFO - $,Header,1.0,3.5,NR,L,605486034236831,1,27032024,17231929,39.756837,S,28.887858,W,130.9,308,1,2921,7.6,7.4,Jio,1,12.9,25,1,0000001,*5895
2024-03-27 17:23:19,856 - INFO - $,Header,1.0,3.5,NR,L,605486034236832,1,27032024,17231929,39.756837,N,28.887858,W,16.3,227,7,1164,7.7,9.4,Jio,1,10.8,45,1,0000001,*5846
2024-03-27 17:23:19,876 - INFO - $,Header,1.0,3.5,NR,L,605486034236833,1,27032024,17231929,39.756837,N,28.887858,W,8.0,293,1,3750,1.5,2.6,Jio,1,13.4,60,1,0000001,*5780
2024-03-27 17:23:19,883 - INFO - $,Header,1.0,3.5,NR,L,605486034236834,1,27032024,17231929,39.756837,N,28.887858,W,173.6,80,11,2968,2.4,3.3,Jio,1,10.7,60,1,0000001,*5889
2024-03-27 17:23:19,891 - INFO - $,Header,1.0,3.5,NR,L,605486034236835,1,27032024,17231929,39.756837,N,28.887858,E,122.1,212,1,3629,7.8,0.3,Jio,1,13.2,97,1,0000001,*5866
2024-03-27 17:23:19,897 - INFO - $,Header,1.0,3.5,NR,L,605486034236836,1,27032024,17231929,39.756837,N,28.887858,W,121.3,196,0,3847,3.9,8.6,Jio,1,11.1,58,1,0000001,*5900
2024-03-27 17:23:19,903 - INFO - $,Header,1.0,3.5,NR,L,605486034236837,1,27032024,17231929,39.756837,N,28.887858,W,194.4,314,3,23,4.9,9.5,Jio,1,13.9,17,1,0000001,*5800
2024-03-27 17:23:19,908 - INFO - $,Header,1.0,3.5,NR,L,605486034236838,1,27032024,17231929,39.756837,N,28.887858,E,140.9,28,0,3117,5.1,8.7,Jio,1,13.1,48,1,0000001,*5823
2024-03-27 17:23:19,912 - INFO - $,Header,1.0,3.5,NR,L,605486034236839,1,27032024,17231929,39.756837,N,28.887858,W,64.1,26,11,96,0.6,3.9,Jio,1,10.7,8,1,0000001,*5694
